anno,ateneo,area,gruppo,classe_laurea,classe_des,nome_corso,level,provincia,comune,accesso,didattica
2024,Napoli Federico II,STEM,Ingegneria industriale e dell'informazione,LM-44,Modellistica matematico-fisica per l'ingegneria,Mathematical Engineering,magistrale,NAPOLI,NAPOLI,accesso libero,mista
2024,Napoli Federico II,STEM,Ingegneria industriale e dell'informazione,LM-44,Modellistica matematico-fisica per l'ingegneria,Quantum Science And Engineering,magistrale,NAPOLI,NAPOLI,accesso libero,in presenza
2024,Padova,STEM,Ingegneria industriale e dell'informazione,LM-44,Modellistica matematico-fisica per l'ingegneria,Mathematical Engineering,magistrale,PADOVA,PADOVA,accesso libero,in presenza
2024,Pavia,STEM,Ingegneria industriale e dell'informazione,LM-44,Modellistica matematico-fisica per l'ingegneria,"Ingegneria Computazionale e Modellistica per Materiali, Strutture e Tecnologie Sostenibili",magistrale,PAVIA,PAVIA,accesso libero,in presenza
2024,Torino Politecnico,STEM,Ingegneria industriale e dell'informazione,LM-44,Modellistica matematico-fisica per l'ingegneria,Ingegneria Matematica,magistrale,TORINO,TORINO,accesso libero,in presenza
2024,Torino Politecnico,STEM,Ingegneria industriale e dell'informazione,LM-44,Modellistica matematico-fisica per l'ingegneria,Physics Of Complex Systems,magistrale,TORINO,TORINO,accesso libero,in presenza
2024,Trieste,STEM,Ingegneria industriale e dell'informazione,LM-44,Modellistica matematico-fisica per l'ingegneria,Scientific And Data-Intensive Computing,magistrale,TRIESTE,TRIESTE,locale,mista
2024,Bologna,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Compositi Polimerici,triennale,BOLOGNA,IMOLA,locale,in presenza
2024,Bologna,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Meccatronica,triennale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bologna,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Metodologie Chimiche per Prodotti e Processi,triennale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bologna,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Tecnologie dei Sistemi Informatici,triennale,FORLI'-CESENA,CESENA,locale,in presenza
2024,Bolzano,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Tecnologie del Legno,triennale,BOLZANO,BOLZANO - BOZEN,locale,in presenza
2024,Brescia,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Tecniche Industriali di Prodotto e di Processo,triennale,BRESCIA,BRESCIA,locale,in presenza
2024,Cagliari,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Tecnologie Industriali per la Transizione Energetica e Digitale,triennale,CAGLIARI,CAGLIARI,locale,in presenza
2024,Ferrara,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Tecnologie per l'Industria Digitale,triennale,FERRARA,FERRARA,locale,in presenza
2024,Genova,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Tecnologie Industriali,triennale,GENOVA,GENOVA,locale,in presenza
2024,Marche,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Sistemi Industriali e dell'Informazione,triennale,PESARO E URBINO,PESARO,locale,in presenza
2024,Modena e Reggio Emilia,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Tecnologie per l'Industria Intelligente,triennale,REGGIO EMILIA,REGGIO NELL'EMILIA,locale,in presenza
2024,Napoli Federico II,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Meccatronica,triennale,NAPOLI,NAPOLI,locale,in presenza
2024,Perugia,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Metodologie per Prodotto e Processo,triennale,PERUGIA,PERUGIA,locale,in presenza
2024,Perugia,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Programmazione e Gestione di Sistemi Informatici,triennale,PERUGIA,PERUGIA,locale,in presenza
2024,Pisa,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Tecniche per la Meccanica e la Produzione,triennale,PISA,PISA,locale,in presenza
2024,Torino Politecnico,STEM,Ingegneria industriale e dell'informazione,L-P03,Professioni tecniche industriali e dellinformazione,Tecnologie per l'Industria Manifatturiera,triennale,TORINO,TORINO,locale,in presenza
2024,Bari,STEM,Scientifico,LM-6,Biologia,Biologia Ambientale,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bari,STEM,Scientifico,LM-6,Biologia,Biologia Cellulare e Molecolare,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bari,STEM,Scientifico,LM-6,Biologia,Biologia Marina,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bari,STEM,Scientifico,LM-6,Biologia,Scienze Biosanitarie,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bologna,STEM,Scientifico,LM-6,Biologia,Biodiversità ed Evoluzione,magistrale,BOLOGNA,BOLOGNA,accesso libero,in presenza
2024,Bologna,STEM,Scientifico,LM-6,Biologia,Bioinformatics,magistrale,BOLOGNA,BOLOGNA,accesso libero,in presenza
2024,Bologna,STEM,Scientifico,LM-6,Biologia,Biologia della Salute,magistrale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bologna,STEM,Scientifico,LM-6,Biologia,Biologia della Salute,magistrale,BOLOGNA,IMOLA,locale,in presenza
2024,Bologna,STEM,Scientifico,LM-6,Biologia,Biologia Marina,magistrale,RAVENNA,RAVENNA,accesso libero,in presenza
2024,Bologna,STEM,Scientifico,LM-6,Biologia,Molecular And Cell Biology,magistrale,BOLOGNA,BOLOGNA,accesso libero,in presenza
2024,Cagliari,STEM,Scientifico,LM-6,Biologia,Bio-Ecologia Marina,magistrale,CAGLIARI,CAGLIARI,accesso libero,in presenza
2024,Cagliari,STEM,Scientifico,LM-6,Biologia,Biologia Cellulare e Molecolare,magistrale,CAGLIARI,CAGLIARI,accesso libero,in presenza
2024,Cagliari,STEM,Scientifico,LM-6,Biologia,Neuropsicobiologia,magistrale,CAGLIARI,CAGLIARI,accesso libero,in presenza
2024,Calabria,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,COSENZA,RENDE,locale,in presenza
2024,Camerino,STEM,Scientifico,LM-6,Biologia,Biological Sciences,magistrale,MACERATA,CAMERINO,accesso libero,in presenza
2024,Catania,STEM,Scientifico,LM-6,Biologia,Biologia Ambientale,magistrale,CATANIA,CATANIA,accesso libero,in presenza
2024,Catania,STEM,Scientifico,LM-6,Biologia,Biologia Sperimentale e Applicata,magistrale,CATANIA,CATANIA,accesso libero,in presenza
2024,Ferrara,STEM,Scientifico,LM-6,Biologia,"Biologia Molecolare, Genomica e Biodiversità",magistrale,FERRARA,FERRARA,locale,in presenza
2024,Firenze,STEM,Scientifico,LM-6,Biologia,Biologia dell'Ambiente e del Comportamento,magistrale,FIRENZE,FIRENZE,accesso libero,in presenza
2024,Firenze,STEM,Scientifico,LM-6,Biologia,Biologia Molecolare e Applicata,magistrale,FIRENZE,FIRENZE,accesso libero,in presenza
2024,Foggia,STEM,Scientifico,LM-6,Biologia,Clinical And Experimental Biology,magistrale,FOGGIA,FOGGIA,accesso libero,in presenza
2024,Genova,STEM,Scientifico,LM-6,Biologia,Biologia Applicata e Sperimentale,magistrale,GENOVA,GENOVA,accesso libero,in presenza
2024,Genova,STEM,Scientifico,LM-6,Biologia,Biologia ed Ecologia Marina,magistrale,GENOVA,GENOVA,accesso libero,in presenza
2024,Insubria,STEM,Scientifico,LM-6,Biologia,Biologia e Sostenibilità,magistrale,VARESE,VARESE,accesso libero,in presenza
2024,Insubria,STEM,Scientifico,LM-6,Biologia,Biomedical Sciences,magistrale,VARESE,BUSTO ARSIZIO,accesso libero,in presenza
2024,L'Aquila,STEM,Scientifico,LM-6,Biologia,Biologia Ambientale e Gestione degli Ecosistemi,magistrale,L'AQUILA,L'AQUILA,accesso libero,in presenza
2024,L'Aquila,STEM,Scientifico,LM-6,Biologia,Biologia della Salute e della Nutrizione,magistrale,L'AQUILA,L'AQUILA,accesso libero,in presenza
2024,L'Aquila,STEM,Scientifico,LM-6,Biologia,Neurosciences,magistrale,L'AQUILA,L'AQUILA,accesso libero,in presenza
2024,Marche,STEM,Scientifico,LM-6,Biologia,Biologia Marina,magistrale,ANCONA,ANCONA,accesso libero,in presenza
2024,Marche,STEM,Scientifico,LM-6,Biologia,Biologia Molecolare e Applicata,magistrale,ANCONA,ANCONA,accesso libero,in presenza
2024,Messina,STEM,Scientifico,LM-6,Biologia,Biologia della Salute delle Tecnologie Applicate e della Nutrizione,magistrale,MESSINA,MESSINA,accesso libero,in presenza
2024,Messina,STEM,Scientifico,LM-6,Biologia,Biologia ed Ecologia dell'Ambiente Marino Costiero,magistrale,MESSINA,MESSINA,accesso libero,in presenza
2024,Milano,STEM,Scientifico,LM-6,Biologia,Biodiversità ed Evoluzione Biologica,magistrale,MILANO,MILANO,accesso libero,in presenza
2024,Milano,STEM,Scientifico,LM-6,Biologia,Biologia Applicata alla Ricerca Biomedica,magistrale,MILANO,MILANO,accesso libero,in presenza
2024,Milano,STEM,Scientifico,LM-6,Biologia,Biologia Applicata alle Scienze della Nutrizione,magistrale,MILANO,MILANO,accesso libero,in presenza
2024,Milano,STEM,Scientifico,LM-6,Biologia,Molecular Biology Of The Cell - Biologia Molecolare della Cellula,magistrale,MILANO,MILANO,accesso libero,in presenza
2024,Milano,STEM,Scientifico,LM-6,Biologia,Plant Science - Biologia Vegetale,magistrale,MILANO,MILANO,locale,mista
2024,Milano Bicocca,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,MILANO,MILANO,accesso libero,in presenza
2024,Modena e Reggio Emilia,STEM,Scientifico,LM-6,Biologia,Bioscienze,magistrale,MODENA,MODENA,accesso libero,in presenza
2024,Molise,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,ISERNIA,PESCHE,accesso libero,in presenza
2024,Napoli Federico II,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,NAPOLI,NAPOLI,accesso libero,in presenza
2024,Napoli Federico II,STEM,Scientifico,LM-6,Biologia,Biology Of Extreme Environments,magistrale,NAPOLI,NAPOLI,accesso libero,in presenza
2024,Napoli Federico II,STEM,Scientifico,LM-6,Biologia,Marine Biology And Aquaculture,magistrale,NAPOLI,NAPOLI,accesso libero,in presenza
2024,Napoli Federico II,STEM,Scientifico,LM-6,Biologia,Scienze Biologiche,magistrale,NAPOLI,NAPOLI,accesso libero,in presenza
2024,Napoli Parthenope,STEM,Scientifico,LM-6,Biologia,Biologia per la Sostenibilita',magistrale,NAPOLI,NAPOLI,accesso libero,in presenza
2024,Napoli Vanvitelli,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,CASERTA,CASERTA,accesso libero,in presenza
2024,Padova,STEM,Scientifico,LM-6,Biologia,Biologia Sanitaria,magistrale,PADOVA,PADOVA,accesso libero,in presenza
2024,Padova,STEM,Scientifico,LM-6,Biologia,Evolutionary Biology,magistrale,PADOVA,PADOVA,accesso libero,in presenza
2024,Padova,STEM,Scientifico,LM-6,Biologia,Marine Biology,magistrale,VENEZIA,CHIOGGIA,accesso libero,in presenza
2024,Padova,STEM,Scientifico,LM-6,Biologia,Molecular Biology,magistrale,PADOVA,PADOVA,accesso libero,in presenza
2024,Padova,STEM,Scientifico,LM-6,Biologia,Quantitative And Computational Biosciences,magistrale,PADOVA,PADOVA,accesso libero,mista
2024,Palermo,STEM,Scientifico,LM-6,Biologia,Biodiversita' e Biologia Ambientale,magistrale,PALERMO,PALERMO,accesso libero,in presenza
2024,Palermo,STEM,Scientifico,LM-6,Biologia,Biologia Marina,magistrale,PALERMO,PALERMO,accesso libero,in presenza
2024,Palermo,STEM,Scientifico,LM-6,Biologia,Biologia Molecolare e della Salute,magistrale,PALERMO,PALERMO,locale,in presenza
2024,Palermo,STEM,Scientifico,LM-6,Biologia,Neuroscience,magistrale,PALERMO,PALERMO,accesso libero,in presenza
2024,Parma,STEM,Scientifico,LM-6,Biologia,Ecologia ed Etologia per la Conservazione della Natura,magistrale,PARMA,PARMA,accesso libero,in presenza
2024,Parma,STEM,Scientifico,LM-6,Biologia,Scienze Biomediche Traslazionali,magistrale,PARMA,PARMA,accesso libero,in presenza
2024,Parma,STEM,Scientifico,LM-6,Biologia,"Scienze Biomolecolari, Genomiche e Cellulari",magistrale,PARMA,PARMA,accesso libero,in presenza
2024,Pavia,STEM,Scientifico,LM-6,Biologia,Biologia Sperimentale ed Applicata,magistrale,PAVIA,PAVIA,accesso libero,in presenza
2024,Pavia,STEM,Scientifico,LM-6,Biologia,Molecular Biology And Genetics,magistrale,PAVIA,PAVIA,accesso libero,in presenza
2024,Pavia,STEM,Scientifico,LM-6,Biologia,Neurobiology,magistrale,PAVIA,PAVIA,accesso libero,in presenza
2024,Perugia,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,PERUGIA,PERUGIA,accesso libero,in presenza
2024,Piemonte Orientale,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,ALESSANDRIA,ALESSANDRIA,accesso libero,in presenza
2024,Piemonte Orientale,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,VERCELLI,VERCELLI,accesso libero,in presenza
2024,Piemonte Orientale,STEM,Scientifico,LM-6,Biologia,Food Health And Environment,magistrale,VERCELLI,VERCELLI,accesso libero,in presenza
2024,Pisa,STEM,Scientifico,LM-6,Biologia,Biologia Applicata alla Biomedicina,magistrale,PISA,PISA,accesso libero,in presenza
2024,Pisa,STEM,Scientifico,LM-6,Biologia,Biologia Marina,magistrale,PISA,PISA,accesso libero,in presenza
2024,Pisa,STEM,Scientifico,LM-6,Biologia,Biologia Molecolare e Cellulare,magistrale,PISA,PISA,accesso libero,in presenza
2024,Pisa,STEM,Scientifico,LM-6,Biologia,Conservazione ed Evoluzione,magistrale,PISA,PISA,accesso libero,in presenza
2024,Pisa,STEM,Scientifico,LM-6,Biologia,Neuroscience,magistrale,PISA,PISA,accesso libero,in presenza
2024,Roma La Sapienza,STEM,Scientifico,LM-6,Biologia,Biologia e Tecnologie Cellulari,magistrale,ROMA,ROMA,accesso libero,in presenza
2024,Roma La Sapienza,STEM,Scientifico,LM-6,Biologia,Ecobiologia,magistrale,ROMA,ROMA,locale,in presenza
2024,Roma La Sapienza,STEM,Scientifico,LM-6,Biologia,Genetica e Biologia Molecolare,magistrale,ROMA,ROMA,locale,in presenza
2024,Roma La Sapienza,STEM,Scientifico,LM-6,Biologia,Neurobiologia,magistrale,ROMA,ROMA,locale,in presenza
2024,Roma Tor Vergata,STEM,Scientifico,LM-6,Biologia,Bioinformatica,magistrale,ROMA,ROMA,accesso libero,in presenza
2024,Roma Tor Vergata,STEM,Scientifico,LM-6,Biologia,Biologia Ambientale,magistrale,ROMA,ROMA,accesso libero,in presenza
2024,Roma Tor Vergata,STEM,Scientifico,LM-6,Biologia,Biologia Cellulare e Molecolare e Scienze Biomediche,magistrale,ROMA,ROMA,accesso libero,in presenza
2024,Roma Tre,STEM,Scientifico,LM-6,Biologia,Biodiversità e Tutela dell'Ambiente,magistrale,ROMA,ROMA,locale,in presenza
2024,Roma Tre,STEM,Scientifico,LM-6,Biologia,"Biologia Molecolare, Cellulare e della Salute",magistrale,ROMA,ROMA,locale,in presenza
2024,Salento,STEM,Scientifico,LM-6,Biologia,Biologia Sperimentale ed Applicata,magistrale,LECCE,LECCE,accesso libero,in presenza
2024,Salento,STEM,Scientifico,LM-6,Biologia,Coastal And Marine Biology And Ecology (Biologia ed Ecologia Costiera e Marina),magistrale,LECCE,LECCE,accesso libero,in presenza
2024,Salerno,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,SALERNO,FISCIANO,accesso libero,in presenza
2024,Sannio,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,BENEVENTO,BENEVENTO,accesso libero,in presenza
2024,Sassari,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,SASSARI,SASSARI,accesso libero,in presenza
2024,Siena,STEM,Scientifico,LM-6,Biologia,"Biodiversity, Conservation And Environmental Quality",magistrale,SIENA,SIENA,accesso libero,in presenza
2024,Siena,STEM,Scientifico,LM-6,Biologia,Biologia,magistrale,SIENA,SIENA,accesso libero,in presenza
2024,Siena,STEM,Scientifico,LM-6,Biologia,Biologia Sanitaria,magistrale,SIENA,SIENA,accesso libero,in presenza
2024,Torino,STEM,Scientifico,LM-6,Biologia,Biologia dell'Ambiente,magistrale,TORINO,TORINO,accesso libero,in presenza
2024,Torino,STEM,Scientifico,LM-6,Biologia,Biotecnologie Vegetali,magistrale,TORINO,GRUGLIASCO,accesso libero,in presenza
2024,Torino,STEM,Scientifico,LM-6,Biologia,Cellular And Molecular Biology-Biologia Cellulare e Molecolare,magistrale,TORINO,TORINO,accesso libero,in presenza
2024,Trieste,STEM,Scientifico,LM-6,Biologia,Ecologia e Sostenibilità dei Cambiamenti Globali,magistrale,TRIESTE,TRIESTE,accesso libero,in presenza
2024,Trieste,STEM,Scientifico,LM-6,Biologia,Genomica Funzionale,magistrale,TRIESTE,TRIESTE,accesso libero,in presenza
2024,Trieste,STEM,Scientifico,LM-6,Biologia,Neuroscience,magistrale,TRIESTE,TRIESTE,accesso libero,in presenza
2024,Tuscia,STEM,Scientifico,LM-6,Biologia,Biologia Sperimentale e Bioinformatica,magistrale,VITERBO,VITERBO,accesso libero,in presenza
2024,Tuscia,STEM,Scientifico,LM-6,Biologia,Marine Biology And Ecology,magistrale,ROMA,CIVITAVECCHIA,accesso libero,in presenza
2024,Urbino,STEM,Scientifico,LM-6,Biologia,Biologia della Nutrizione,magistrale,PESARO E URBINO,URBINO,accesso libero,in presenza
2024,Verona,STEM,Scientifico,LM-6,Biologia,Biology For Translational Research And Precision Medicine,magistrale,VERONA,VERONA,locale,in presenza
2024,Bari,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie Industriali per Lo Sviluppo Sostenibile,triennale,BARI,BARI,locale,in presenza
2024,Bari,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie Mediche e Farmaceutiche,triennale,BARI,BARI,locale,in presenza
2024,Basilicata,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,POTENZA,POTENZA,locale,in presenza
2024,Bologna,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bologna,STEM,Scientifico,L-2,Biotecnologie,Genomics,triennale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Brescia,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,BRESCIA,BRESCIA,locale,in presenza
2024,Cagliari,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,CAGLIARI,CAGLIARI,locale,in presenza
2024,Calabria,STEM,Scientifico,L-2,Biotecnologie,Scienze e Tecnologie Biologiche,triennale,COSENZA,RENDE,locale,in presenza
2024,Camerino,STEM,Scientifico,L-2,Biotecnologie,Bioscienze e Biotecnologia - Biosciences And Biotechnology,triennale,MACERATA,CAMERINO,accesso libero,in presenza
2024,Catania,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,CATANIA,CATANIA,locale,in presenza
2024,Catanzaro,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,CATANZARO,CATANZARO,locale,in presenza
2024,Ferrara,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,FERRARA,FERRARA,locale,in presenza
2024,Ferrara,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie Mediche,triennale,FERRARA,FERRARA,locale,in presenza
2024,Firenze,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,FIRENZE,FIRENZE,locale,in presenza
2024,Foggia,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,FOGGIA,FOGGIA,accesso libero,mista
2024,Genova,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,GENOVA,GENOVA,locale,in presenza
2024,Insubria,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,VARESE,VARESE,locale,in presenza
2024,L'Aquila,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,L'AQUILA,L'AQUILA,locale,in presenza
2024,Messina,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,MESSINA,MESSINA,locale,in presenza
2024,Milano,STEM,Scientifico,L-2,Biotecnologie,Biotecnologia,triennale,MILANO,MILANO,locale,in presenza
2024,Milano,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie Mediche,triennale,MILANO,MILANO,locale,in presenza
2024,Milano Bicocca,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,MILANO,MILANO,locale,in presenza
2024,Milano San Raffaele,STEM,Scientifico,L-2,Biotecnologie,Ricerca Biotecnologica in Medicina,triennale,MILANO,MILANO,locale,in presenza
2024,Modena e Reggio Emilia,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,MODENA,MODENA,locale,in presenza
2024,Napoli Federico II,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie per la Salute,triennale,NAPOLI,NAPOLI,locale,in presenza
2024,Napoli Federico II,STEM,Scientifico,L-2,Biotecnologie,Corso di Laurea in Biotecnologie Biomolecolari e Industriali,triennale,NAPOLI,NAPOLI,locale,in presenza
2024,Napoli Vanvitelli,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,CASERTA,CASERTA,locale,in presenza
2024,Padova,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,PADOVA,PADOVA,locale,in presenza
2024,Palermo,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,PALERMO,PALERMO,locale,in presenza
2024,Parma,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,PARMA,PARMA,locale,in presenza
2024,Pavia,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,PAVIA,PAVIA,locale,in presenza
2024,Perugia,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,PERUGIA,PERUGIA,accesso libero,in presenza
2024,Piemonte Orientale,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,NOVARA,NOVARA,accesso libero,in presenza
2024,Pisa,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,PISA,PISA,locale,in presenza
2024,Roma La Sapienza,STEM,Scientifico,L-2,Biotecnologie,Bioinformatics,triennale,ROMA,ROMA,locale,in presenza
2024,Roma La Sapienza,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,ROMA,ROMA,locale,in presenza
2024,Roma La Sapienza,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie Agro-Alimentari e Industriali,triennale,ROMA,ROMA,locale,in presenza
2024,Roma Tor Vergata,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,ROMA,ROMA,locale,in presenza
2024,Salento,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,LECCE,LECCE,locale,in presenza
2024,Sannio,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,BENEVENTO,BENEVENTO,accesso libero,in presenza
2024,Sassari,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie e Analisi Bioinformatiche,triennale,SASSARI,SASSARI,locale,in presenza
2024,Siena,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,SIENA,SIENA,locale,in presenza
2024,Teramo,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,TERAMO,TERAMO,accesso libero,in presenza
2024,Torino,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,TORINO,TORINO,locale,in presenza
2024,Trento,STEM,Scientifico,L-2,Biotecnologie,Scienze e Tecnologie Biomolecolari,triennale,TRENTO,TRENTO,locale,in presenza
2024,Trieste,STEM,Scientifico,L-2,Biotecnologie,Scienze e Tecnologie Biologiche,triennale,TRIESTE,TRIESTE,locale,in presenza
2024,Tuscia,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,VITERBO,VITERBO,accesso libero,in presenza
2024,Udine,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,UDINE,UDINE,locale,in presenza
2024,Urbino,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,PESARO E URBINO,FANO,accesso libero,in presenza
2024,Verona,STEM,Scientifico,L-2,Biotecnologie,Biotecnologie,triennale,VERONA,VERONA,locale,in presenza
2024,Bari,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie per la Qualità e la Sicurezza dell'Alimentazione,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bologna,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie Agrarie Vegetali,magistrale,BOLOGNA,IMOLA,accesso libero,in presenza
2024,Catania,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie Agrarie,magistrale,CATANIA,CATANIA,accesso libero,in presenza
2024,Ferrara,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie Agrarie per la Filiera Agro-Alimentare,magistrale,FERRARA,FERRARA,accesso libero,mista
2024,Firenze,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie per la Gestione Ambientale e l'Agricoltura Sostenibile,magistrale,FIRENZE,FIRENZE,accesso libero,in presenza
2024,Milano,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotechnology For The Bioeconomy,magistrale,MILANO,MILANO,accesso libero,in presenza
2024,Napoli Federico II,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie Agro-Ambientali e Alimentari,magistrale,NAPOLI,PORTICI,accesso libero,in presenza
2024,Perugia,STEM,Scientifico,LM-7,Biotecnologie agrarie,Agricultural And Environmental Biotechnology,magistrale,PERUGIA,PERUGIA,accesso libero,in presenza
2024,Pisa,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biosicurezza e Qualità degli Alimenti,magistrale,PISA,PISA,accesso libero,in presenza
2024,Pisa,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie Vegetali e Microbiche,magistrale,PISA,PISA,accesso libero,in presenza
2024,Torino,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie Vegetali,magistrale,TORINO,GRUGLIASCO,accesso libero,in presenza
2024,Tuscia,STEM,Scientifico,LM-7,Biotecnologie agrarie,Plant Biotechnology For Food And Global Health,magistrale,VITERBO,VITERBO,accesso libero,in presenza
2024,Udine,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie Molecolari,magistrale,UDINE,UDINE,accesso libero,in presenza
2024,Verona,STEM,Scientifico,LM-7,Biotecnologie agrarie,Biotecnologie Agro-Alimentari,magistrale,VERONA,VERONA,accesso libero,in presenza
2024,Bari,STEM,Scientifico,LM-8,Biotecnologie industriali,Bioinformatica,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bari,STEM,Scientifico,LM-8,Biotecnologie industriali,Biotecnologie Industriali e Farmaceutiche,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bologna,STEM,Scientifico,LM-8,Biotecnologie industriali,Biotecnologie Molecolari e Industriali,magistrale,BOLOGNA,BOLOGNA,accesso libero,in presenza
2024,Ca' Foscari Venezia,STEM,Scientifico,LM-8,Biotecnologie industriali,Biotecnologie per l'Ambiente e Lo Sviluppo Sostenibile,magistrale,TREVISO,TREVISO,accesso libero,in presenza
2024,Ferrara,STEM,Scientifico,LM-8,Biotecnologie industriali,"Biotecnologie Industriali dei Biofarmaci, Cosmetici e Nutraceutici&#8203",magistrale,FERRARA,FERRARA,locale,in presenza
